date,sma_10,bollinger_upper_10,bollinger_lower_10,atr_10,cci_10,obv,vwma_10,vr_10,ema_10,stochastic_k_10,stochastic_d_3,rsi,macd,disparity,1d_after_price,5d_after_price
20190102,26490.5,26821.11912,26159.88088,595,26385,4795980,26505.13128,1.208642643,26490.5,0.210084034,0.647342995,38.03680982,#REF!,-0.006166534,DOWN,UP
20190103,26426,26840.26562,26011.73438,725,26256.66667,-853275,26452.15645,0.8340532,26478.77273,0,0.333333333,34.63687151,#REF!,-0.014247281,UP,UP
20190104,26391,26811.47116,25970.52884,725,26323.33333,9428200,26414.06069,1.261996648,26462.81405,0.275862069,0.261437908,35.53719008,#REF!,-0.003080316,UP,UP
20190107,26376,26754.17456,25997.82544,575,26398.33333,15128524,26389.12659,1.167042423,26447.02968,1,0.594771242,52.17391304,#REF!,0.010642341,DOWN,UP
20190108,26367,26736.65389,25997.34611,575,26340,10457960,26375.44411,1.359031026,26432.47883,0.695652174,0.77254902,48.45605701,#REF!,0.003075871,UP,UP
20190109,26415,26927.81576,25902.18424,945,26645,15721381,26404.52195,2.20618662,26429.30086,1,0.844444444,58.90151515,#REF!,0.025056082,DOWN,UP
20190110,26461,27066.60383,25855.39617,945,26641.66667,9796668,26436.94564,1.227957695,26435.06434,0.989417989,0.838328236,67.46203905,#REF!,0.019327509,UP,UP
20190111,26558,27236.42759,25879.57241,1100,26748.33333,14850830,26526.9208,1.868765884,26457.41628,1,0.993883792,65.03496503,#REF!,0.018365507,DOWN,UP
20190114,26599,27300.36724,25897.63276,1100,26670,11304458,26558.54489,1.246060216,26483.15877,0.786363636,0.660550459,56.60792952,#REF!,0.002760576,UP,UP
20190115,26683,27539.24996,25826.75004,1405,26951.66667,16049181,26630.34493,1.262628684,26519.49354,1,0.666666667,73,#REF!,0.020696843,UP,UP
20190116,26810,27755.62149,25864.37851,1525,27031.66667,22646345,26764.92718,1.901947935,26572.3129,1,0.666666667,82.2410148,#REF!,0.017550342,UP,UP
20190117,26968.5,27857.62373,26079.37627,1385,27138.33333,27492057,26911.19687,3.004386617,26644.34692,1,1,81.12359551,#REF!,0.01541518,UP,UP
20190118,27128,27991.0898,26264.9102,1395,27345,33157194,27146.71376,2.677950994,26732.28384,1,1,79.61165049,#REF!,0.018271026,UP,UP
20190121,27251.5,28124.69013,26378.30987,1410,27355,38901439,27282.52255,2.681056785,26826.68678,1,1,87.10526316,#REF!,0.013661202,DOWN,UP
20190122,27378.5,28080.79695,26676.20305,945,27463.33333,33753709,27399.08967,2.593545646,26927.01645,0.851851852,0.666666667,74.24749164,#REF!,0.001664315,UP,UP
20190123,27467,28159.01445,26774.98555,965,27523.33333,37772838,27479.09275,2.508429856,27025.19528,1,0.666666667,77.20364742,#REF!,0.005525061,UP,UP
20190124,27579.5,28264.48832,26894.51168,1195,27676.66667,43531252,27607.53261,4.880168878,27125.97796,1,0.666666667,78.07017544,#REF!,0.011602349,UP,UP
20190125,27726.5,28563.68636,26889.31364,1705,28016.66667,50662522,27785.35106,5.119078888,27235.16378,1,1,92.94710327,#REF!,0.026465096,DOWN,UP
20190128,27895.5,28660.09728,27130.90272,1165,28191.66667,43188280,27944.21195,3.526057101,27355.22491,0.987124464,0.990196078,89.38356164,#REF!,0.020247831,UP,UP
20190129,28024,28854.80443,27193.19557,1165,28316.66667,48620381,28058.71341,3.580515945,27476.82038,1,0.990196078,89.49152542,#REF!,0.019643365,UP,DOWN
20190130,28175.5,29139.81789,27211.18211,1455,28570,57014480,28256.40766,3.722881575,27603.85304,1,0.990196078,91.21813031,#REF!,0.024650868,DOWN,DOWN
20190131,28318,29320.42905,27315.57095,1370,28588.33333,49702046,28398.17978,2.114153539,27733.69794,0.97810219,0.971428571,88.32807571,#REF!,0.014931114,DOWN,DOWN
20190201,28436.5,29450.79828,27422.20172,1370,28578.33333,41830598,28523.09142,1.311927265,27861.48014,0.95620438,0.638095238,86.5625,#REF!,0.007190496,DOWN,DOWN
20190207,28553.5,29527.79,27579.21,1370,28578.33333,41830598,28625.70953,1.105343249,27987.30193,0.95620438,0.304761905,94.8630137,#REF!,0.004329754,DOWN,UP
20190208,28643.5,29428.05146,27858.94854,1210,28495,35562357,28696.20812,1.062525934,28106.61067,0.611570248,0,71.6374269,826.4166667,-0.012778449,UP,UP
20190211,28722.5,29301.76246,28143.23754,980,28588.33333,42465224,28740.33526,1.162218308,28218.59055,0.571428571,0.040650407,68.30065359,856.7628205,-0.01023124,UP,UP
20190212,28794,29180.28487,28407.71513,485,28805,52070269,28800.33926,1.295198412,28323.21045,0.453608247,0.37398374,58.72340426,851.9230769,-0.001975942,UP,UP
20190213,28829,29196.14575,28461.85425,485,28853.33333,56142040,28830.6553,1.189429885,28415.17218,0.75257732,0.707317073,63.98467433,830.4487179,0.0046875,UP,UP
20190214,28893.5,29281.98552,28505.01448,630,29005,61088953,28888.79328,1.834447621,28502.14088,1,1,67.5862069,810.0641026,0.014832569,DOWN,UP
20190215,28906,29277.07412,28534.92588,630,28876.66667,56903856,28900.37352,1.32310348,28575.56981,0.388888889,0.666666667,42.42424242,744.3269231,-6.94E-05,UP,UP
20190218,28904.5,29273.26686,28535.73314,630,28946.66667,62248889,28891.46421,1.204172254,28635.3753,0.722222222,0.515151515,50.45045045,682.5320513,0.00550535,DOWN,UP
20190219,28892.5,29252.50694,28532.49306,630,28901.66667,57418804,28876.13501,1.333267156,28682.12524,0.507936508,0.300865801,47.45762712,624.3910256,-0.001968096,UP,UP
20190220,28917,29330.88887,28503.11113,655,29021.66667,63994306,28901.19481,2.450179583,28724.82975,1,0.634199134,55.81947743,551.7307692,0.008797654,DOWN,UP
20190221,28941.5,29397.79048,28485.20952,655,29021.66667,63994306,28921.23861,2.450179583,28764.22434,1,0.785714286,69.32153392,487.9166667,0.006679061,UP,DOWN
20190222,29008.5,29431.25407,28585.74593,620,29048.33333,66542293,28976.10087,4.436418255,28808.63809,1,1,68.6746988,418.2371795,0.007022133,UP,DOWN
20190225,29076.5,29453.3302,28699.6698,525,29140,70936629,29050.8699,4.158161976,28857.34026,1,1,66.77316294,372.0192308,0.006143602,DOWN,DOWN
20190226,29118,29447.97576,28788.02424,485,29116.66667,63626428,29124.8278,1.707864495,28904.73294,0.773195876,0.666666667,58.82352941,359.6474359,0.0004796,UP,DOWN
20190227,29154.5,29476.0727,28832.9273,485,29148.33333,67185879,29153.56023,1.67648269,28950.14513,0.969072165,0.621212121,53.1598513,349.6794872,0.001675156,DOWN,DOWN
20190228,29113.5,29493.08003,28733.91997,510,28975,61410067,29106.68353,1.01452926,28979.84602,0,0.287878788,49.14089347,312.6602564,-0.015651164,DOWN,DOWN
20190304,29097,29534.38313,28659.61687,650,28881.66667,56135450,29083.48964,0.966865791,29001.14674,0,0.287878788,36.46209386,257.8525641,-0.017514395,DOWN,DOWN
20190305,29039.5,29619.62843,28459.37157,850,28748.33333,51069911,29025.75718,0.604371549,29008.12006,0,0,34.82758621,165.3525641,-0.020407461,DOWN,DOWN
20190306,28987.5,29687.38928,28287.61072,930,28695,46039703,28973.42131,0.600121231,29004.37096,0,0,14.22594142,107.5,-0.017412074,DOWN,DOWN
20190307,28893.5,29679.66856,28107.33144,1015,28638.33333,37365035,28828.87297,0.282830015,28984.2126,0,0,13.28125,37.17948718,-0.014761175,DOWN,DOWN
20190308,28761,29700.57224,27821.42776,1400,28381.66667,29957389,28669.22326,0.235789911,28943.62849,0,0,9.393939394,-19.55128205,-0.021350442,UP,UP
20190311,28629,29623.18107,27634.81893,1400,28388.33333,46762131,28469.63395,0.555888115,28886.42331,0.014285714,0.017316017,7.142857143,-103.8782051,-0.0144994,UP,UP
20190312,28519.5,29424.54641,27614.45359,1385,28478.33333,56077100,28388.24983,0.66636808,28819.70998,0.220216606,0.350649351,22.40896359,-170.224359,0.00070922,DOWN,UP
20190313,28400.5,29222.88008,27578.11992,1385,28410,44422688,28256.88089,0.607148119,28743.48999,0.072202166,0.444216602,16.09498681,-233.5576923,-0.004831089,UP,UP
20190314,28279.5,28856.27465,27702.72535,890,28270,49258959,28200.26671,0.63326809,28659.12817,0.196629213,0.548851804,25.76271186,-299.6794872,0.000463012,UP,UP
20190315,28240.5,28713.22508,27767.77492,750,28331.66667,55146186,28172.39137,0.854690238,28583.01396,0.666666667,0.548851804,42.46987952,-343.2051282,0.013554485,UP,UP
20190318,28218,28624.55135,27811.44865,550,28273.33333,66072716,28176.19631,1.262664986,28516.64778,0.954545455,0.788617886,49.15824916,-393.525641,0.01084059,DOWN,DOWN
20190319,28212.5,28606.84122,27818.15878,525,28255,60500359,28174.33694,1.245973458,28461.34819,0.942857143,0.666666667,50.87108014,-419.7115385,0.006162346,UP,DOWN
20190320,28218.5,28624.80161,27812.19839,530,28268.33333,71568590,28195.34773,1.766424191,28417.19397,1,0.666666667,55.23465704,-430.7371795,0.006047959,UP,DOWN
20190321,28252.5,28730.89837,27774.10163,725,28398.33333,83397025,28241.01068,2.868604958,28387.24961,1,0.666666667,80.33472803,-410.3846154,0.009873061,UP,DOWN
20190322,28331.5,28821.64386,27841.35614,770,28448.33333,92261629,28308.47868,4.616710713,28377.11332,1,1,81.0483871,-374.8717949,0.008254303,DOWN,DOWN
20190325,28353,28787.37772,27918.62228,690,28290,87698961,28374.18395,2.878746569,28372.72908,0.195652174,0.666666667,47.68211921,-346.4102564,-0.01325014,UP,UP
20190326,28348,28789.47933,27906.52067,690,28296.66667,93981992,28376.06561,2.739599421,28368.23288,0.224637681,0.345345345,55.8490566,-299.775641,-0.010537408,DOWN,UP
20190327,28363,28766.78707,27959.21293,615,28320,88368472,28416.13813,3.790466294,28367.28145,0.12195122,0.262012012,52.98804781,-246.9551282,-0.009042291,DOWN,UP
20190328,28355,28782.57455,27927.42545,695,28241.66667,83736418,28412.09817,2.691680357,28365.04846,0,0.262012012,31.33640553,-230.0320513,-0.012550236,UP,UP
20190329,28331,28769.21912,27892.78088,695,28296.66667,90679592,28390.29718,2.743491739,28358.85783,0.237410072,0.583333333,39.18367347,-175.7371795,-0.0023017,UP,UP
20190401,28342,28795.8546,27888.1454,695,28421.66667,95671987,28393.91029,2.452325861,28355.79277,0.776978417,0.666666667,54.45859873,-110.8653846,0.014786379,UP,UP
20190402,28367,28859.02032,27874.97968,695,28458.33333,101386167,28414.20505,3.761017007,28357.83045,0.935251799,1,56.53495441,-67.56410256,0.015807755,UP,UP
20190403,28430.5,29083.85213,27777.14787,1070,28723.33333,106364482,28460.37151,3.349765219,28371.04309,1,1,61.76470588,-5.192307692,0.027126307,UP,UP
20190404,28477.5,29242.46078,27712.53922,1100,28743.33333,113903869,28506.49465,3.060125976,28390.3989,1,1,61.03542234,56.79487179,0.021582734,UP,UP
20190405,28523.5,29386.66916,27660.33084,1155,28780,118788223,28532.44089,2.79133985,28414.5991,1,1,88.01498127,121.9871795,0.015671252,DOWN,UP
20190408,28618,29503.54164,27732.45836,1155,28756.66667,111728217,28629.92692,2.388526475,28451.58108,0.939393939,0.666666667,83.39350181,148.75,0.006294746,UP,UP
20190409,28715.5,29596.95845,27834.04155,1155,28773.33333,117807737,28732.96339,2.376766627,28499.56634,0.982683983,0.571428571,84.26573427,166.9551282,0.004238164,UP,UP
20190410,28828.5,29688.15167,27968.84833,1285,28866.66667,124501574,28849.74396,4.09039656,28559.37246,1,0.571428571,95.0877193,230.4487179,0.006044164,DOWN,UP
20190411,28950.5,29640.40507,28260.59493,1120,28900,119107542,28948.29956,3.840132975,28630.48656,0.941964286,0.76031746,89.81132075,286.2820513,0.002331802,UP,DOWN
20190412,29063,29546.36736,28579.63264,750,29050,125878203,29077.24358,3.826281002,28709.12536,1,0.855555556,86.76470588,342.4038462,0.003905982,UP,DOWN
20190415,29150,29536.10879,28763.89121,760,29166.66667,134039235,29163.0504,4.080707478,28789.28439,1,0.855555556,86.89320388,402.0192308,0.007085886,UP,DOWN
20190416,29237.5,29523.34086,28951.65914,455,29383.33333,138529221,29236.2895,3.982410524,28870.77814,1,1,81.37931034,453.8141026,0.008777922,DOWN,DOWN
20190417,29281,29589.24665,28972.75335,440,29381.66667,123997182,29303.71915,1.6533999,28945.36393,0.954545455,0.942028986,78.32167832,484.4230769,0.005416269,DOWN,DOWN
20190418,29274.5,29599.19832,28949.80168,490,29208.33333,117893239,29302.02777,1.120561124,29005.20685,0,0.608695652,44.69026549,476.8910256,-0.01207483,UP,DOWN
20190419,29263,29609.791,28916.209,490,29210,122328427,29295.59494,1.106987061,29052.07833,0.010204082,0.278908418,47.88732394,437.4679487,-0.010659674,UP,DOWN
20190422,29259,29614.26891,28903.73109,490,29211.66667,126538841,29301.62445,1.56898256,29089.70045,0.020408163,0.336879433,45.58823529,408.2692308,-0.008801556,UP,DOWN
20190423,29255,29616.16478,28893.83522,490,29228.33333,135861234,29289.06184,1.693564629,29119.75492,0.12244898,0.670212766,39.67391304,377.6923077,-0.004616963,DOWN,DOWN
20190424,29204.5,29658.47026,28750.52974,745,29038.33333,128979319,29239.64262,1.136052341,29135.16311,0,0.666666667,31.1965812,337.6602564,-0.012485422,DOWN,DOWN
20190425,29156,29685.97736,28626.02264,790,29008.33333,126937215,29225.33189,1.264873908,29138.95164,0,0.333333333,25.76419214,292.7884615,-0.009100624,DOWN,DOWN
20190426,29083.5,29705.25638,28461.74362,960,28895,123938312,29186.46016,0.940419033,29128.86952,0,0,14.64435146,235.2884615,-0.012919272,UP,DOWN
20190429,29009,29630.15698,28387.84302,960,28928.33333,127833991,29120.28734,0.809414838,29107.07506,0.104166667,0.196078431,13.55932203,190.1923077,-0.006203646,DOWN,DOWN
20190430,28905,29486.01635,28323.98365,1020,28835,116220842,28982.12562,0.494966218,29070.33414,0,0.196078431,11.94029851,109.8397436,-0.009833901,UP,DOWN
20190502,28815.5,29250.45862,28380.54138,610,28740,119361115,28819.60218,0.843587557,29024.00066,0.204918033,0.427559913,28.64321608,25.86538462,-0.001256281,DOWN,DOWN
20190503,28747.5,29227.92169,28267.07831,740,28611.66667,115323625,28758.52536,0.906808772,28973.72781,0,0.231481481,22.48995984,-79.32692308,-0.008979107,DOWN,DOWN
20190507,28656.5,29212.10868,28100.89132,965,28461.66667,109291821,28665.79532,0.612067716,28916.05003,0,0.231481481,18.77133106,-198.9102564,-0.014222658,DOWN,DOWN
20190508,28552,29159.19354,27944.80646,1095,28375,104549963,28578.99609,0.426584866,28849.85912,0,0,14.5631068,-278.8141026,-0.015777083,DOWN,DOWN
20190509,28360.5,29277.9361,27443.0639,1600,27723.33333,94767433,28243.7967,0.146187162,28760.88473,0,0,10.97560976,-381.5064103,-0.040104498,UP,DOWN
20190510,28205.5,29289.01696,27121.98304,1555,27725,104764184,28007.12027,0.412935655,28659.90569,0.032154341,0.020325203,13.38199513,-478.1410256,-0.029396045,DOWN,DOWN
20190513,28023,29282.11239,26763.88761,1755,27505,98540429,27874.67539,0.374926141,28544.10465,0,0.020325203,12.47165533,-577.1474359,-0.031271366,DOWN,DOWN
20190514,27852.5,29223.25344,26481.74656,1805,27471.66667,85758645,27667.85507,0.308494328,28418.35835,0,0.020325203,8.120649652,-650.9935897,-0.022909091,UP,DOWN
20190515,27684.5,29022.25521,26346.74479,1750,27495,93508764,27547.77256,0.378305496,28284.92956,0.071428571,0.333333333,14.28571429,-713.3653846,-0.009212361,DOWN,DOWN
20190516,27496.5,28854.06436,26138.93564,2005,27283.33333,81908102,27260.98158,0.378391074,28141.57873,0,0.333333333,7.430997877,-781.3141026,-0.015826646,DOWN,UP
20190517,27278.5,28541.21968,26015.78032,1925,27081.66667,76139320,27146.59816,0.29108182,27984.65533,0,0.333333333,7.692307692,-863.525641,-0.0181224,UP,UP
20190520,27093,28197.92715,25988.07285,1700,27030,80233620,27051.0607,0.383641652,27822.53618,0.041176471,0.133333333,11.55660377,-921.8269231,-0.009638374,UP,DOWN
20190521,26943,27823.03636,26062.96364,1570,27030,88714373,26927.27084,0.595722941,27662.62051,0.127388535,0.466666667,17.68867925,-987.2115385,-0.00172375,UP,DOWN
20190522,26812,27335.49212,26288.50788,800,26793.33333,94127915,26849.5537,0.774206899,27507.96223,0.325,0.8,31.98529412,-1025.961538,0.002252252,DOWN,DOWN
20190523,26759.5,27222.65116,26296.34884,800,26781.66667,89754308,26795.45626,0.876974271,27371.87819,0.28125,0.805555556,28.62453532,-1042.916667,0.003160152,DOWN,DOWN
20190524,26682.5,27045.76987,26319.23013,555,26635,84927312,26711.11176,0.564747845,27246.5367,0.054054054,0.472222222,31.55737705,-1053.365385,-0.004550412,UP,DOWN
20190527,26639.5,26981.30257,26297.69743,555,26641.66667,88815173,26679.80166,0.752863952,27136.16639,0.09009009,0.173076923,34.03361345,-995.3525641,-0.00402301,UP,UP
20190528,26605.5,26914.93335,26296.06665,555,26655,93569254,26628.2314,1.293962935,27039.68159,0.162162162,0.367521368,28.95927602,-957.7884615,-0.002369044,DOWN,UP
20190529,26523,26812.31644,26233.68356,530,26346.66667,87943580,26536.08954,0.827145228,26945.73949,0,0.367521368,29.49308756,-909.5192308,-0.015091641,UP,UP
20190530,26502.5,26791.88728,26213.11272,530,26426.66667,93742960,26505.03522,1.574645501,26865.15049,0.452830189,0.555555556,48.69565217,-846.1217949,-0.002078217,DOWN,UP
20190531,26495,26794.19893,26195.80107,530,26411.66667,85094461,26490.08262,1.381479295,26797.8504,0.367924528,0.493055556,43.55555556,-793.2371795,-0.001855077,UP,UP
20190603,26524,26875.10682,26172.89318,630,26590,89523810,26513.0412,1.395752019,26748.05942,1,0.826388889,55.59440559,-701.2820513,0.015420756,DOWN,UP
20190604,26535,26906.2681,26163.7319,630,26573.33333,82933667,26521.96289,0.807725875,26709.32134,0.920634921,0.899185824,51.76056338,-598.7179487,0.011151011,UP,UP
20190605,26543,26931.20613,26154.79387,630,26583.33333,88082865,26528.7092,0.798933435,26679.0811,0.968253968,0.82835249,54.06360424,-507.1794872,0.010604174,UP,UP
20190607,26555.5,26966.02284,26144.97716,630,26586.66667,91895394,26536.18432,1.083338912,26656.61181,0.984126984,0.82835249,63.00813008,-422.1794872,0.006348372,UP,UP
20190610,26626.5,27175.53643,26077.46357,1010,26843.33333,96163802,26594.10054,1.538550605,26651.13693,1,0.866666667,71.5625,-331.6025641,0.01809192,UP,DOWN
20190611,26711,27393.80012,26028.19988,1165,26946.66667,97870730,26626.97279,1.434021273,26662.02113,1,1,73.46938776,-226.3461538,0.017684289,DOWN,DOWN
20190612,26782,27520.16258,26043.83742,1165,26915,95588369,26665.4756,1.087231312,26683.83547,0.918454936,0.795698925,86.89655172,-118.9102564,0.010123484,DOWN,UP
20190613,26866.5,27489.57383,26243.42617,970,26905,89391332,26766.80562,1.06104012,26717.0472,0.670103093,0.462365591,71.08013937,-31.89102564,-0.001847404,DOWN,UP
20190614,26926.5,27473.03545,26379.96455,970,26903.33333,84110927,26836.14143,0.667843121,26755.12953,0.664948454,0.129032258,73.11827957,46.57051282,-0.003762172,UP,UP
20190617,26992.5,27391.30446,26593.69554,585,27036.66667,87107605,26944.78775,1.098926258,26798.2878,0.47008547,0.333333333,61.53846154,124.1666667,-0.00482398,UP,UP
20190618,27028.5,27416.13514,26640.86486,585,27081.66667,91296981,26981.11479,1.087133941,26840.14456,0.700854701,0.666666667,69.33962264,189.7435897,0.001290323,UP,UP
20190619,27103.5,27534.38398,26672.61602,720,27260,95821849,27076.91233,1.936654544,26888.02737,1,1,76.27737226,262.0192308,0.015134736,UP,UP
20190620,27185,27647.45,26722.55,805,27326.66667,101802489,27189.11996,1.997079973,26942.02239,1,1,77.66323024,300.3846154,0.016690001,DOWN,UP
20190621,27258,27676.3587,26839.6413,585,27375,97096829,27262.19123,1.281684516,26999.47287,0.871794872,0.736842105,64.9122807,344.3589744,0.009611857,UP,UP
20190624,27296.5,27748.56305,26844.43695,585,27390,101307225,27300.83165,1.278542867,27053.4778,0.948717949,0.603508772,61.16504854,373.2371795,0.00749269,DOWN,UP
20190625,27315.5,27787.95,26843.05,585,27376.66667,94695451,27331.13927,0.87338003,27101.1182,0.88034188,0.307212476,64.61538462,392.7564103,0.002075142,UP,UP
20190626,27347,27836.79996,26857.20004,585,27386.66667,104072719,27373.80692,1.372204262,27145.82398,0.931623932,0.487037037,84.61538462,383.8141026,0.000508333,UP,DOWN
20190627,27434.5,27966.59868,26902.40132,880,27596.66667,112210691,27488.49585,2.374839158,27198.31053,1,0.62037037,89.63963964,381.9871795,0.012267712,DOWN,DOWN
20190628,27515.5,28009.71554,27021.28446,865,27578.33333,106666432,27566.04885,2.337677361,27255.98134,0.919075145,0.847014925,84.12017167,387.2435897,0.007569447,UP,DOWN
20190701,27595.5,27996.41021,27194.58979,730,27625,112257131,27618.17923,2.491518438,27317.71201,0.910958904,0.620824449,82.12560386,410.1282051,0.005565393,DOWN,DOWN
20190702,27646.5,27923.41334,27369.58666,390,27686.66667,106007385,27654.99575,1.636498835,27377.49164,0.435897436,0.287491116,60,418.974359,-0.00191177,DOWN,DOWN
20190703,27628,27960.69205,27295.30795,575,27506.66667,101148383,27639.47845,1.190434395,27423.03862,0,0.023809524,37.38738739,411.4102564,-0.015746613,UP,DOWN
20190704,27623,27959.0119,27286.9881,575,27583.33333,106690561,27635.24352,1.174758489,27459.39523,0.4,0.215962441,50.98814229,404.4551282,-0.005739243,DOWN,DOWN
20190705,27621.5,27959.46597,27283.53403,575,27570,102041601,27634.20357,1.177144726,27488.86883,0.330434783,0.49132476,47.61904762,353.525641,-0.004704179,DOWN,DOWN
20190708,27558,28094.73457,27021.26543,960,27250,96695079,27578.09379,0.861331644,27501.43813,0,0.49132476,33.42618384,278.1089744,-0.023284492,DOWN,UP
20190709,27493,28169.27213,26816.72787,1015,27213.33333,91068880,27518.92545,0.887634204,27499.90392,0,0.275362319,31.31868132,204.7435897,-0.01890994,UP,UP
20190710,27435,28176.40407,26693.59593,1015,27246.66667,95314952,27471.46621,0.728649058,27488.10321,0.098522167,0.333333333,21.13564669,148.8461538,-0.009510171,UP,UP
20190711,27376.5,28054.6895,26698.3105,950,27335,99660309,27392.05368,0.611138549,27467.81172,0.452631579,0.666666667,36.04336043,109.1666667,0.00511669,UP,DOWN
20190712,27331,27941.76673,26720.23327,950,27355,102625145,27342.42041,0.848813238,27442.93686,0.515789474,1,37.89473684,70.83333333,0.009108341,DOWN,UP
20190715,27283.5,27799.77609,26767.22391,795,27298.33333,100633366,27283.86907,0.59530392,27413.94834,0.597484277,0.916666667,40.90909091,4.294871795,0.009597638,UP,UP
20190716,27263.5,27731.58226,26795.41774,670,27296.66667,104979328,27247.33864,0.954252587,27386.5941,0.888059701,0.916666667,55.08196721,-36.02564103,0.010892765,DOWN,UP
20190717,27254.5,27721.73549,26787.26451,670,27215,100830651,27237.5845,0.985399779,27362.57699,0.52238806,0.583333333,39.61038961,-81.79487179,-0.002491481,DOWN,UP
20190718,27216.5,27643.09231,26789.90769,630,27181.66667,96190978,27189.34987,0.602315788,27336.01754,0.46031746,0.333333333,39.1025641,-120.9935897,-0.006509893,UP,UP
20190719,27220.5,27658.43721,26782.56279,670,27321.66667,100811948,27193.51307,0.943471637,27315.01435,1,0.333333333,72.52747253,-122.2115385,0.008420282,DOWN,DOWN
20190722,27281,27708.73356,26853.26644,670,27318.33333,96752245,27261.70694,1.002793214,27308.82992,0.985074627,0.657894737,75,-143.2371795,0.006727359,UP,DOWN
20190723,27360.5,27750.71661,26970.28339,695,27438.33333,100682204,27357.91406,1.647805447,27318.22448,1,0.99122807,75.64575646,-154.2948718,0.01029648,DOWN,DOWN
20190724,27403.5,27697.13413,27109.86587,505,27413.33333,96578790,27404.37838,1.066717077,27333.72912,0.475247525,0.657894737,53.87596899,-124.1346154,-0.000838559,DOWN,DOWN
20190725,27408.5,27696.91116,27120.08884,505,27396.66667,91809354,27409.33935,0.668913242,27347.32383,0.376237624,0.333333333,49.609375,-78.55769231,-0.003968832,DOWN,DOWN
20190726,27401.5,27697.10277,27105.89723,505,27376.66667,89732422,27406.59896,0.500080808,27357.17404,0.257425743,0,47.9245283,-40.3525641,-0.007526725,DOWN,DOWN
20190729,27359.5,27769.60852,26949.39148,740,27176.66667,86400589,27369.74305,0.47537961,27357.59694,0,0,32.80254777,-48.91025641,-0.019015008,UP,DOWN
20190730,27306.5,27778.15771,26834.84229,740,27180,92748353,27294.46958,0.549166064,27348.30659,0.013513514,0.00913242,39.3258427,-60.28846154,-0.014306099,DOWN,DOWN
20190731,27251,27858.89473,26643.10527,1000,27003.33333,88174315,27233.97687,0.540688707,27330.61448,0,0.00913242,33.98058252,-84.07051282,-0.018944271,DOWN,DOWN
20190801,27198.5,27909.04979,26487.95021,1030,26983.33333,84222987,27185.44463,0.554541565,27306.59367,0,0.00913242,12.13389121,-118.0448718,-0.014720024,DOWN,DOWN
20190802,27078,27910.81691,26245.18309,1330,26783.33333,77251828,27014.18482,0.303734579,27265.03118,0,0,9.764309764,-132.1794872,-0.020635806,DOWN,DOWN
20190805,26901.5,27983.06415,25819.93585,1900,26403.33333,61379468,26623.28192,0.22513933,27198.9346,0,0,0.520833333,-169.5833333,-0.034976034,DOWN,DOWN
20190806,26675.5,27947.92642,25403.07358,1995,26075,49193969,26328.84601,0.109754549,27103.76468,0,0,0.496277916,-254.6153846,-0.04011786,DOWN,DOWN
20190807,26460.5,27884.72927,25036.27073,2100,25955,42292124,26152.27037,0.104689102,26986.80746,0,0,0.471698113,-351.7307692,-0.034816174,UP,UP
20190808,26261.5,27686.28805,24836.71195,2040,25971.66667,48332562,25998.55156,0.221752499,26854.93338,0.053921569,0.23655914,5.529953917,-468.8141026,-0.020013136,UP,UP
20190809,26086,27385.15203,24786.84797,1685,25911.66667,53587535,25927.12187,0.32801284,26715.12731,0.169139466,0.569892473,14.8989899,-547.1153846,-0.003433744,UP,UP
20190812,25951,27147.81912,24754.18088,1685,25925,58963717,25856.24645,0.456224285,26576.19507,0.192878338,0.903225806,16.16915423,-620.9935897,0.004397676,DOWN,UP
20190813,25789,26835.62123,24742.37877,1415,25748.33333,53727580,25722.37772,0.299351495,26433.06869,0.045936396,0.666666667,16.25,-723.6538462,-0.0043256,UP,UP
20190814,25672,26545.84438,24798.15562,1385,25798.33333,61905597,25641.38211,0.486119382,26294.69257,0.176895307,0.564102564,23.48837209,-789.9358974,0.003462931,DOWN,UP
20190816,25549.5,26145.47735,24953.52265,1085,25670,56944216,25575.53167,0.476700207,26159.20301,0.147465438,0.406695157,26.09819121,-857.0192308,-0.001806685,UP,UP
20190819,25473,25759.50305,25186.49695,515,25533.33333,61383726,25503.91511,0.648603229,26034.43883,0.621359223,0.74002849,43.60655738,-881.7307692,0.004083075,UP,DOWN
20190820,25478.5,25788.72734,25168.27266,570,25635,66489480,25463.33682,1.174493293,25933.35904,1,0.842592593,64.66431095,-890.4166667,0.013619593,UP,DOWN
20190821,25525,25910.48671,25139.51329,620,25668.33333,73281843,25522.46022,2.408700078,25859.11194,1,1,73.66412214,-872.4358974,0.013632624,DOWN,DOWN
20190822,25566.5,25914.29448,25218.70552,555,25621.66667,68129844,25568.55579,2.683292054,25805.90977,0.630630631,0.666666667,60.85409253,-811.5384615,0.001248147,DOWN,DOWN
20190823,25594.5,25917.06627,25271.93373,555,25613.33333,62814686,25597.86659,1.700815474,25767.47163,0.585585586,0.333333333,54.18326693,-731.1858974,-0.00105173,DOWN,UP
20190826,25567.5,25944.41511,25190.58489,605,25471.66667,58992267,25580.4121,1.220717575,25731.11315,0,0,40.25157233,-657.0512821,-0.017419706,UP,UP
20190827,25544.5,25943.00847,25145.99153,605,25498.33333,62621176,25564.56747,1.149362721,25697.18349,0.132231405,0.071111111,51.06382979,-573.8782051,-0.011965545,UP,UP
